question,yes_token,no_token,yes_bid,yes_ask,no_bid,no_ask,total_cost,gross_profit,gross_profit_pct
Will an independent win the Rhode Island governor race in 2026?,13165388174900569619328636459480727052834519645059869980549561071064022087971,111202902854619594912757736606690792075061552960837186030975224474972751918924,0.008,0.016,0.984,0.992,1.008,-0.008000000000000007,-0.7936507936507943
Will the Democrats win the South Carolina governor race in 2026?,69673263487139231624315897585768201230841320475352635832819992690850228911127,60881151017130321740345136601526104676952077782755755891584789189096989545525,0.053,0.062,0.938,0.947,1.009,-0.008999999999999897,-0.8919722497522199
Will the Republicans win the South Carolina governor race in 2026?,115258259561547414610995893322363332894307320697384633557391293684664191320185,17477959378122758499540906149943925432690452353416410038176243997158408694887,0.93,0.94,0.06,0.07,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the South Dakota governor race in 2026?,19857809653204352084235953967001149759321806996646353766198011041287290557051,81928830076368461059680704904933018599743089984775447893064772019302534185483,0.026,0.033,0.967,0.974,1.007,-0.006999999999999895,-0.6951340615690065
Will the Republicans win the South Dakota governor race in 2026?,33837211479232375079024923304907620849682048653904904303440832993092201214603,38302880535951403336098668563481174440950945234701506433179054905474679477705,0.942,0.963,0.037,0.058,1.021,-0.020999999999999908,-2.0568070519098836
Will the Democrats win the Tennessee governor race in 2026?,42092635016892213098098431597314233695276464574605657188222427223673881775927,98575404987824247968035554378138502826375834662434598159433509586324667676456,0.029,0.06,0.94,0.971,1.031,-0.030999999999999917,-3.0067895247332608
Will the Republicans win the Tennessee governor race in 2026?,24326213014906491852819643583064878883456155870415421965354259617491710449915,48343513797313535139742557170888827052841827464414389814991107121857596719575,0.941,0.971,0.029,0.059,1.03,-0.030000000000000027,-2.9126213592233037
Will the Democrats win the Texas governor race in 2026?,48232987449750988261789196083999659380058157021032932634331257492238853387252,72484470323457781490418074887818414956328925259630173408815876344351328006429,0.2,0.21,0.79,0.8,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Texas governor race in 2026?,54743173400191373818547682740700297683169841200363505623023527116388816282328,1866695229821909795321299492017203124655045093500207568743162324352894510180,0.779,0.782,0.218,0.221,1.0030000000000001,-0.0030000000000001137,-0.2991026919242386
Will the Democrats win the Vermont governor race in 2026?,60184991030711150053889856154789765911962237408503307206289529109604385579009,63691357964355397861776339416833450653158434687925250159757815624217137833471,0.071,0.083,0.917,0.929,1.012,-0.01200000000000001,-1.1857707509881432
Will the Republicans win the Vermont governor race in 2026?,41583919731714354912849507182398941127545694257513505398713274521520484370640,77561864081904257466881861992966973663334838144590020887681006880259960197549,0.88,0.9,0.1,0.12,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the Wisconsin governor race in 2026?,47540146623620182724372695903724852067595146419459482790641441152489267651664,9425494630420524762356091484606706289169789796333686976670441967109493832767,0.83,0.84,0.16,0.17,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Wisconsin governor race in 2026?,110568426700454908727813010666782278712329569099119457880819387703511785225289,94997938472772845981621371346408480728260037625129184428077443070579239724265,0.15,0.16,0.84,0.85,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Wyoming governor race in 2026?,27698880682601961151205903485139737259763277359865731443999905606295817799595,96583137082549706198480677389115178770016108390630706701207381056297764196817,0.025,0.035,0.965,0.975,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Wyoming governor race in 2026?,110662231382210721528347530139180000273032668591469451320298639508988983810813,99976219015035965574168901976309503181134185471894698064889695342472682228094,0.947,0.957,0.043,0.053,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Alabama Senate race in 2026?,77232568388576878990477542833081311975859328857370439688711702313039178600550,41305309737809315151633117199490064099794235884838684383222141982080157632024,0.04,0.06,0.94,0.96,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the Alabama Senate race in 2026?,95119856323193627993348587708417756152568014985721929036628780323821873817569,95286107028750601502051168250844687833938339238703778383649184813520093295024,0.94,0.96,0.04,0.06,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the Arkansas Senate race in 2026?,68370995073141964079913803663665941780115677360430806954011390499916208708512,13262930035751293044299030051076946493579310948743085503128810162298115061024,0.039,0.06,0.94,0.961,1.021,-0.020999999999999908,-2.0568070519098836
Will the Republicans win the Arkansas Senate race in 2026?,48125407658537781630126353551882211313520827583468729408685633955919030034320,1797580469213095171880719393862360781916964211483452267877668487044757332006,0.939,0.943,0.057,0.061,1.004,-0.0040000000000000036,-0.39840637450199234
Will the Democrats win the Colorado Senate race in 2026?,68194463917260305435439145066031544476540679280823247532132832363696000101185,106192530786960539135535008575818346767459617102414049409342524139150698862791,0.953,0.969,0.031,0.047,1.016,-0.016000000000000014,-1.5748031496063006
Will the Republicans win the Colorado Senate race in 2026?,94387913280398317052582281843978069916338462525042652614881277797162415545237,2474994172812821906731940905046937405647772936830086080400122272424376650343,0.03,0.031,0.969,0.97,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Democrats win the Delaware Senate race in 2026?,109467029375682717672947466588331781838347232688418556926634334189471462678711,56515783740067714541146024238690731191171951191676227554534304907999316653689,0.97,0.971,0.029,0.03,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Republicans win the Delaware Senate race in 2026?,18791277393217683755628516529477058015186638022373024614300661393042993809537,111410260998316519094031668071734601628657437474531224521985946937751497012846,0.032,0.033,0.967,0.968,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Democrats win the Georgia Senate race in 2026?,21024219148268989748704207701411444044468128261642675917026452687231462203167,35836144845762083734936716777818582913796871841916057482479347577598882811767,0.93,0.94,0.06,0.07,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Georgia Senate race in 2026?,43777191461245536274027792855557351629362906569064322165760098912770293918104,61124290990237905740819218004087985253159695156484630843664573685734418084158,0.051,0.057,0.943,0.949,1.006,-0.006000000000000005,-0.5964214711729627
Will the Democrats win the Idaho Senate race in 2026?,106941193163110167696426338043140728938381127310653153528096347878604033727123,80934691869338927255837304938089888360426615780964561477823921040289407849741,0.002,0.009,0.991,0.998,1.007,-0.006999999999999895,-0.6951340615690065
Will the Republicans win the Idaho Senate race in 2026?,6756779810577885828704276397389282544084821591107025125954859235939281991675,87565258770725265966392236652709967744698603916603639644457593228770340754031,0.947,0.951,0.049,0.053,1.004,-0.0040000000000000036,-0.39840637450199234
Will Todd Achilles win the Idaho Senate race in 2026?,109865291951183941149765892685776097643915392898762342965012269207177841238467,57925461341104910435866398583612621937921844618146243318901522652628878376322,0.013,0.054,0.946,0.987,1.041,-0.040999999999999925,-3.9385206532180526
Will the Democrats win the Illinois Senate race in 2026?,3015477455071606958014729552697672689898195807324746948280693702257424620276,115316081925755141262134681282752103796078250770988305202716210672556966594698,0.952,0.971,0.029,0.048,1.019,-0.018999999999999906,-1.8645731108930232
Will the Republicans win the Illinois Senate race in 2026?,28293677056280080359554222049156424637171556977737746792223933800049748849083,33213488937256662530482377056557065500011938647623670350418977541117315454320,0.03,0.048,0.952,0.97,1.018,-0.018000000000000016,-1.7681728880157188
Will the Democrats win the Iowa Senate race in 2026?,90689690530039118737607894922148077480097700217322320781526913496162509181445,105412116375859456386463067772529895223931027977055063584054608854983174999392,0.39,0.4,0.6,0.61,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Iowa Senate race in 2026?,107844449523890311740907586041395758413047559802389895859202256336422357556837,45697952169290210733788647908439282215277461482653377209044144054693714912010,0.6,0.62,0.38,0.4,1.02,-0.020000000000000018,-1.960784313725492
Will the Democrats win the Kansas Senate race in 2026?,75079868093228966915894372964099062660587490227046756021175661325867722540666,37327444084035787269854507880662541101916131726641992937390933740081521292625,0.27,0.28,0.72,0.73,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Kansas Senate race in 2026?,18131974965869813060047290511060211742274666573066200470724290584768041211203,99954012845363784422380244269243499000117818896422626871954380344984773420508,0.73,0.74,0.26,0.27,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Kentucky Senate race in 2026?,37649267567982889592011384409533519112993266261975620703097847510820818713285,25714364921494590153126712070237148273556585153060830557346938682702981481913,0.026,0.036,0.964,0.974,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Kentucky Senate race in 2026?,48498511771232100148522166869811267217315069499419645745771730197179043728388,65439356235045131807396247896357430551043166853377401069960230324723866335352,0.953,0.965,0.035,0.047,1.012,-0.01200000000000001,-1.1857707509881432
Will the Democrats win the Maine Senate race in 2026?,7589880081658059374445882095611024032084645048848237404312287942463647821549,6136336712352911156426560180855478229745540927722899997193789497766196705020,0.69,0.7,0.3,0.31,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Maine Senate race in 2026?,2142948285506077695096498341598672159464223074468931276310105532825810210121,43295283577056639281694071578249936735369407445693289764095672178175084599787,0.3,0.31,0.69,0.7,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Massachusetts Senate race in 2026?,37806907368043161074949113436745462734936336037202698916361016094424427186209,12372043962778394976024486768688292040496139295686161489871763438144310710290,0.975,0.982,0.018,0.025,1.007,-0.006999999999999895,-0.6951340615690065
Will the Republicans win the Massachusetts Senate race in 2026?,94720102345103978732985991591541449349105398685307981352929740529082927790385,89749451189659806236078281140753717284965641684284805325103046978904196883787,0.012,0.026,0.974,0.988,1.014,-0.014000000000000012,-1.3806706114398433
Will the Democrats win the Michigan Senate race in 2026?,71772627544132140586824126381855151743830987860593343955509593715269534710061,64025664961497419708095468282573682984741903075312816516046832361290996190088,0.66,0.67,0.33,0.34,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Michigan Senate race in 2026?,1046980875306043125128331871114794349002409233139736033870402475326170083426,71610581811588451243087930916572592402913705975252472987256607890992191263885,0.33,0.34,0.66,0.67,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Minnesota Senate race in 2026?,5210147086444382339849101722545511095151948730486562412029285471203011774407,31436003141911636826257012170104365274669938022228084492450613161428480917013,0.92,0.93,0.07,0.08,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Minnesota Senate race in 2026?,70179930004460104520571721963263381325865077807861641105900318902168490512539,6282889705019268501830975677564258188191770886711457649647605609853326924852,0.08,0.09,0.91,0.92,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Montana Senate race in 2026?,88799262678230165893255813616837100962595819984760588859765042402182443138810,80548090613166591367082748340054574729693035025508775289880033317294974030893,0.008,0.019,0.981,0.992,1.011,-0.010999999999999899,-1.0880316518298616
Will the Republicans win the Montana Senate race in 2026?,102325039069045369431277041414667266705633344716966967751024692805337688459829,58046186222956557148380567481022348507421740788139654872430510492438761636276,0.92,0.93,0.07,0.08,1.01,-0.010000000000000009,-0.990099009900991
Will an Independent win the Montana Senate race in 2026?,29340710087203628054916881063653310634997647642374537159652441277893390730162,72519790371061340119765172065780798251360397199188255055934152186624799324027,0.058,0.07,0.93,0.942,1.012,-0.01200000000000001,-1.1857707509881432
Will the Democrats win the New Hampshire Senate race in 2026?,82410058691149830741200014405570918770267839390767234397030380747995715352939,28709552853916742051233428360468180906283732902940871675642481670799666825242,0.8,0.81,0.19,0.2,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the New Hampshire Senate race in 2026?,62227089537100115269143206481757249285124282589590263790284791475153705872216,58757590052289479996371632351141005979216013605386057994994985198930000872621,0.19,0.2,0.8,0.81,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the New Jersey Senate race in 2026?,57191420250913616150846676905047388827581537310894242160546701872955141155912,68681443500357642360075283680830487598986161680464858837462763850367316916961,0.961,0.97,0.03,0.039,1.009,-0.008999999999999897,-0.8919722497522199
Will the Republicans win the New Jersey Senate race in 2026?,80469582416211324277551196813384851504222711072116234686695188046152640511225,68311829543741021184558122622902784954644849677046739184908916756688634040204,0.03,0.04,0.96,0.97,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the New Mexico Senate race in 2026?,86827974851753312617441915824618617861250657564707166327567168877893121374182,36658361636301944946350626333493677081031062692438134395348552977069133544334,0.968,0.971,0.029,0.032,1.003,-0.0029999999999998916,-0.2991026919242165
Will the Republicans win the New Mexico Senate race in 2026?,47410821361368319377218522333433306313753572972827491807608363074924233552004,34151693471054832326907352504678670863317940877946622594683256674473306466921,0.029,0.034,0.966,0.971,1.005,-0.004999999999999893,-0.4975124378109347
Will the Democrats win the North Carolina Senate race in 2026?,107151098936186723859677628536733880558851060002514795735761427447010628440047,111394826590193310622075208085123253955586587501538476190057516703346418362600,0.93,0.94,0.06,0.07,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the North Carolina Senate race in 2026?,62831517509825405761763142539845746280269675872170259538293560849475982647892,66273785459475184474276423059036741814958495126134511275805524603240865775761,0.06,0.07,0.93,0.94,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Oregon Senate race in 2026?,2092757373218904768373533040846280132805161861393140519418262456097465213332,115425469352125405408452417281297924379268274749766556673380359025991529324753,0.967,0.984,0.016,0.033,1.017,-0.016999999999999904,-1.671583087512282
Will the Republicans win the Oregon Senate race in 2026?,79489800771199803792838465972773376352837733018768490302999836500381020065853,29850921617086885622321882518009992617707565675149598556157682973609083717715,0.018,0.024,0.976,0.982,1.006,-0.006000000000000005,-0.5964214711729627
Will the Democrats win the Rhode Island Senate race in 2026?,77004273724753899183699441849597881417275931290950171679615354396048734034984,56999680715177473430966804355924370363620765680932198467899001505216633500449,0.954,0.97,0.03,0.046,1.016,-0.016000000000000014,-1.5748031496063006
Will the Republicans win the Rhode Island Senate race in 2026?,18128207363125529330540526475108389147728645885887417700651189282375630645842,21708830464136004242050467178622400680068868627075028819168121519801996195940,0.007,0.039,0.961,0.993,1.032,-0.03200000000000003,-3.1007751937984525
Will the Democrats win the South Carolina Senate race in 2026?,30718966535311015751929217398361750334834655110246828806892843311659716192347,33485925353171072312284533208639606685310281710515007938376691890027292332545,0.14,0.15,0.85,0.86,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the South Carolina Senate race in 2026?,84368524152268016512433556151474175385160499638069024812438264090070245734708,106735117676771824247027811445178447955204027242855029915419117736623883137120,0.86,0.87,0.13,0.14,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the South Dakota Senate race in 2026?,67967023811721834738685695249992484419619114809767608640505747182577663027691,87788307834855462980201710464461387411969659581088060979543565160826300016750,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Republicans win the South Dakota Senate race in 2026?,90757273431062483956880101601137522271949785755347720675502304224330457712154,5040161955776484296351499962568185593215052681792686729696166479023057001842,0.936,0.943,0.057,0.064,1.007,-0.006999999999999895,-0.6951340615690065
Will Brian Bengs win the South Dakota Senate race in 2026?,85091920580146708593441393469155645206377351164316133922062262386625039242645,69975697607439985475728016095706749612060905267125933380755060370332287585393,0.032,0.066,0.934,0.968,1.034,-0.03400000000000003,-3.288201160541589
Will the Democrats win the Tennessee Senate race in 2026?,109770398277480657132311708823042764648778271467537669934185093015733099277755,50635500573145079077706052236022272447121646566197183315877718515529765028366,0.027,0.047,0.953,0.973,1.02,-0.020000000000000018,-1.960784313725492
Will the Republicans win the Tennessee Senate race in 2026?,23982348354062524972887126807952244605287433791462351968680411830837664790435,111826527981770711646207152944245816318333631371057419351067163207926937998489,0.956,0.971,0.029,0.044,1.015,-0.014999999999999902,-1.4778325123152616
Will the Democrats win the Texas Senate race in 2026?,15290572385458522370285732869432740297199321382471116558439914335588167718663,25172545206000541692667496253531562288536270988826888609620735617040533835056,0.59,0.6,0.4,0.41,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Texas Senate race in 2026?,21265207456609426291246075480390336499088453711419597084147957999650569091884,9846414914422486942750462555692240718767368950832862364324602361738794436048,0.41,0.42,0.58,0.59,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Virginia Senate race in 2026?,103672405579571940023321290271521195736672061427193452636021280058761450574865,59197529092850285387032753654097584799334029532851852306533311157622884742559,0.976,0.98,0.02,0.024,1.004,-0.0040000000000000036,-0.39840637450199234
Will the Republicans win the Virginia Senate race in 2026?,30879673422883665658998557649780314115615509792114924412311244164523672753717,90754958922510400552842169151468277929530764031411953233776577468931244763939,0.006,0.037,0.963,0.994,1.031,-0.030999999999999917,-3.0067895247332608
Will the Democrats win the West Virginia Senate race in 2026?,110692470670299760609405767524469998656804613573367102042492015567399413436772,89611284751983444666516772199088261836184128361026213372833195934667653681164,0.016,0.03,0.97,0.984,1.014,-0.014000000000000012,-1.3806706114398433
Will the Republicans win the West Virginia Senate race in 2026?,103563721501446582736235672026641229118201717908465299005521462931975944512517,23395400070140850878802468480151807289611968843746307012852845052388143063303,0.955,0.987,0.013,0.045,1.032,-0.03200000000000003,-3.1007751937984525
Will the Democrats win the Wyoming Senate race in 2026?,49797779751182114244550178900838522175054943127409025738411962628574218037267,19478516824999166368089016534393288198149272568651281887970566028826732946055,0.022,0.037,0.963,0.978,1.015,-0.014999999999999902,-1.4778325123152616
Will the Republicans win the Wyoming Senate race in 2026?,79928077180713102609948647660034580156932658823394290272651325523866637424642,45404313587021591687645147323535282421303802762508782139776179473077300208474,0.955,0.97,0.03,0.045,1.015,-0.014999999999999902,-1.4778325123152616
Will the Democrats win the Mississippi Senate race in 2026?,77001639760095266374534198365421436593389036687975321536722226607654949914567,109329484956764506378760583725617100193692863947320202695087573398990069238209,0.08,0.09,0.91,0.92,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Mississippi Senate race in 2026?,36589074670521348842786325911391532620430247097981345860356484520500173888573,4639340586725578716005500791739559303082924048072534329825226706547465941088,0.9,0.91,0.09,0.1,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Oklahoma Senate race in 2026?,112281295057865404870041957222562306206517476142557838682690649172966968734671,64564597855888410825779066289398082874334191307203738739152847250485409164101,0.024,0.04,0.96,0.976,1.016,-0.016000000000000014,-1.5748031496063006
Will the Republicans win the Oklahoma Senate race in 2026?,83554519035704522672644117478876258278018394754028161940314277335853541553559,104309452422982046070067427008177275696484241243440409773417263901405335891407,0.961,0.977,0.023,0.039,1.016,-0.016000000000000014,-1.5748031496063006
Will the Democrats win the Florida Senate race in 2026?,109815773012907461372639157658293071578555374097742562684476865021743386609433,37755135088405799849800190027343457715121200916302661996402931566317384140291,0.09,0.1,0.9,0.91,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Florida Senate race in 2026?,47848555635748009983462962481545341194026880518141560747711492227563791266566,93154595056268120397334102801062018916555787278126869430194069115332749753248,0.9,0.91,0.09,0.1,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Ohio Senate race in 2026?,83018072688154066292491996133599479395547801317505487833443670253228061205312,79825167762459488478206414509755176562349257846652439268369145558426777722770,0.54,0.55,0.45,0.46,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Ohio Senate race in 2026?,69908185249078099348466099388148864764525845923415294308139153388799352317616,23913381536137166406579511315285934624565002001604591688105636176511254870797,0.45,0.46,0.54,0.55,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Louisiana Senate race in 2026?,80536528552003281640741026890878925456783654983296822683495274364289350034456,109090022960169506693280284802447236443468818742086703354686360167548384699439,0.06,0.07,0.93,0.94,1.01,-0.010000000000000009,-0.990099009900991
Will the Republicans win the Louisiana Senate race in 2026?,79597156840177168343562124064866301094619106642263695929345529947536386203124,40600137944982070120020561148201046074034528738262880058756488608210871246278,0.92,0.93,0.07,0.08,1.01,-0.010000000000000009,-0.990099009900991
Will the Democrats win the Nebraska Senate race in 2026?,55269299240433422758148290868724152324629587438760275683104577693660207425448,81262665299593332402996254810488669553080330014117799642811352427402737700753,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will the Republicans win the Nebraska Senate race in 2026?,92576281548134350814800877416860562553699794074017301653635964206220838638047,20545755397554366279105844241414821565747450256261992143596340747510834590543,0.67,0.69,0.31,0.33,1.02,-0.020000000000000018,-1.960784313725492
Will an independent win the Nebraska Senate race in 2026?,47975366268282823322598946778919483335780002591367838795894307024076579116518,89524111316754281233016446935787527194216234343076592935555965327756401377156,0.32,0.33,0.67,0.68,1.01,-0.010000000000000009,-0.990099009900991
Will Dan Sullivan win the Alaska Senate race in 2026?,2618138322856109565904469085316346602627882727483900432328802655317079880335,64264976954058187238724333554507208255303776435657387002861226761784169752307,0.26,0.27,0.73,0.74,1.01,-0.010000000000000009,-0.990099009900991
Will Mary Peltola win the Alaska Senate race in 2026?,72139607190315861034411702195742538105117960260100800877125381826122747504258,38274379050640062523611849065721372699838119672720475300345842413156391540232,0.73,0.75,0.25,0.27,1.02,-0.020000000000000018,-1.960784313725492
Will Click Bishop win the 2026 Alaska governor election?,39154002125405197763794707136923968604358387984246909531145654626829957893230,60418842426512534469642130512596061192215988595473467000352213671045616492638,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will David Bronson win the 2026 Alaska governor election?,23047817297095829703205789623007814925017477005361786493221231421140774736099,27589735007801809920895792521249110991864778093988837036036503689605174002385,0.003,0.006,0.994,0.997,1.003,-0.0029999999999998916,-0.2991026919242165
Will Matt Heilala win the 2026 Alaska governor election?,41775449479665930068266329795278714167204411479685732105862933499385131340367,113473521542910478197158103741391826457123704776487916253298517201682293793688,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Treg Taylor win the 2026 Alaska governor election?,93969985011170776056000925561172416309286101442856109696106983204369499012978,72506703256469236704803392095389359754054700969674670489618759577406730106828,0.002,0.01,0.99,0.998,1.008,-0.008000000000000007,-0.7936507936507943
Will Bernadette Wilson win the 2026 Alaska governor election?,64751505184958139146196081658481476813866015817972108997333100399972093820939,15859382751346746343939036525053853077867668968518299817855187651744506002496,0.1,0.12,0.88,0.9,1.02,-0.020000000000000018,-1.960784313725492
Will Tom Begich win the 2026 Alaska governor election?,88923835626751439335001852098823598444201043849577093630790185644778054232354,39720463685457026846596900903719403712373357015082509595546409524414612455841,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Jonathan Kreiss-Tomkins win the 2026 Alaska governor election?,20244362049417025533374049121400436676833898969884666612361039499958684857530,37982054955350769473225274338511206092834110396688311841877176075150786948028,0.861,0.879,0.121,0.139,1.018,-0.018000000000000016,-1.7681728880157188
Will Donald Trump win the Nobel Peace Prize in 2026?,96308556109755835434254900303426519652053230974356832970824534225192181988516,75648553599758807820760400986240186978327005811004242427218252697572451485336,0.022,0.025,0.975,0.978,1.003,-0.0029999999999998916,-0.2991026919242165
Will Pope Leo XIV win the Nobel Peace Prize in 2026?,113237755645921715758233944722306063215233909018006486973579082721270649678448,95174951397252701626356005587736778177787845584080929573568339678125892550453,0.005,0.01,0.99,0.995,1.005,-0.004999999999999893,-0.4975124378109347
Will Yulia Navalnaya win the Nobel Peace Prize in 2026?,3494130919441794744300504897798612438496650716124466384425423765833752918969,28096161697269491739201577018265114286225290564353204301878588204336630210171,0.07,0.08,0.92,0.93,1.01,-0.010000000000000009,-0.990099009900991
Will Julian Assange win the Nobel Peace Prize in 2026?,2514203837854735205913781359327052377275050226163878960745268210971566855346,112167985448024082869173908935600668305426586702085278841767559334167398447501,0.004,0.006,0.994,0.996,1.002,-0.0020000000000000018,-0.19960079840319378
Will Greta Thunberg win the Nobel Peace Prize in 2026?,110720206167890822616321575705807171983245849150110799188723045022216595670551,88258427153334602839061103957324557393993316504272753015676420313968562088509,0.011,0.012,0.988,0.989,1.001,-0.0009999999999998899,-0.09990009990008891
Will Elon Musk win the Nobel Peace Prize in 2026?,75607128808577269329357564425293012652006155264327001987967114873720422847762,12399441569018704651613633276106609828289317349737964099492012443734276929050,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will UNRWA win the Nobel Peace Prize in 2026?,44648805494496128018486302258584216672381875589441286537181971476979030040822,100774842773502634308392264835606396497542279688738306742145099064280129552022,0.046,0.06,0.94,0.954,1.014,-0.014000000000000012,-1.3806706114398433
Will the International Court of Justice win the Nobel Peace Prize in 2026?,71369127494310794272479391274205452287676771660414011081710844125846890526676,100825934865672220288878913199795346535221985257911240162629731201658697455767,0.05,0.054,0.946,0.95,1.004,-0.0040000000000000036,-0.39840637450199234
Will António Guterres win the Nobel Peace Prize in 2026?,23342261653888694132200522593527487238848562692306851598440649086435121500976,74898968531597218741457817445756371218150329069760332671745694661596010747348,0.007,0.013,0.987,0.993,1.006,-0.006000000000000005,-0.5964214711729627
Will Volodymyr Zelenskyy win the Nobel Peace Prize in 2026?,69233785052194635705851216099911823720821171641039286350179421202360326472771,8338529888438948644585537691079019147027137862127077274522691678941032005403,0.015,0.019,0.981,0.985,1.004,-0.0040000000000000036,-0.39840637450199234
Will Tamim bin Hamad Al Thani win the Nobel Peace Prize in 2026?,38629843016683821271278712298908281184814663635088376266062295059246738422381,5589769935476462129484153271836175288080453728912236522871901218697147752772,0.017,0.022,0.978,0.983,1.005,-0.004999999999999893,-0.4975124378109347
Will Vladimir Putin win the Nobel Peace Prize in 2026?,3072654272549368438022392135276167382428661847959009954134234860002162565563,113985315011147639722353242178466700648968151094441125067915688418671668934701,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Khaled Mashal win the Nobel Peace Prize in 2026?,4817558919700430121831697879056774909752184660255737582917693916506064447935,87180602681563575283368867567629117475002741678602916739029207915550777119916,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Benjamin Netanyahu win the Nobel Peace Prize in 2026?,8075661047254567797432306525558519998052391236898258911573171689963344650999,112058520838328908682687058357533850521842794205200289227549070997672330839618,0.002,0.004,0.996,0.998,1.002,-0.0020000000000000018,-0.19960079840319378
Will Recep Tayyip Erdoğan win the Nobel Peace Prize in 2026?,85146181675473345857517501170400200068194836865848336579180316943778562621184,95932030235748967242599691240359532539860303333387793931050103786551928194397,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Xi Jinping win the Nobel Peace Prize in 2026?,43017540324415003826064618020596028072344969424808059974990020921868559630137,53191751382453576965267402331097248438966776523725261860140290292986323884318,0.004,0.006,0.994,0.996,1.002,-0.0020000000000000018,-0.19960079840319378
Will Ahmed al-Sharaa win the Nobel Peace Prize in 2026?,29384252153498040908016173010534270095096285030713208216637067996773126537603,46197450022186203692773393723350125064749764592137974055513793856533004524452,0.011,0.012,0.988,0.989,1.001,-0.0009999999999998899,-0.09990009990008891
Will Charlie Kirk win the Nobel Peace Prize in 2026?,41901357708237118584313729261027657874621373325486663648640954008517926947624,107916695552123881373896612045522214231652174566866222064470731766327560477162,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Mohammed bin Salman win the Nobel Peace Prize in 2026?,99055846750090671053174250706531692511641252423756205459914574198871664904532,99569292711324733780517452708294994018768004149545080530428877556903437821239,0.001,0.002,0.998,0.999,1.001,-0.0009999999999998899,-0.09990009990008891
Will Narendra Modi win the Nobel Peace Prize in 2026?,95036065107529622997025744213041265776694292492123977042470465876649211394600,62116206887522199306412248927926622780699787095863900215476866802754406552079,0.012,0.013,0.987,0.988,1.001,-0.0009999999999998899,-0.09990009990008891
Will Sudan's Emergency Response Rooms win the Nobel Peace Prize in 2026?,113860439310209834379650305681784267754566328071884567820308690850948160355731,42071576944649653386808436328659912686152449101731792166671109971516856047741,0.141,0.15,0.85,0.859,1.009,-0.008999999999999897,-0.8919722497522199
