question,yes_token,no_token,quantity,status,yes_cost,no_cost,total_cost,yes_average_price,no_average_price,gross_profit,gross_profit_pct
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,500,not_fully_fillable,,,,,,,
Will Oprah Winfrey win the 2028 Democratic presidential nomination?,2213957649161627793381994368131485505647723208738124952452819345058597751695,44046525152074436753629616217525652949736205933417533647338274649282385796755,1000,not_fully_fillable,,,,,,,
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Andrew Yang win the 2028 Democratic presidential nomination?,102504892414163237174864879683522880588750452841477290216845150938663289742135,21234886083000978203440582985665409733123024063268807484684316771005736994028,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,10,not_fully_fillable,,,,,,,
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,50,not_fully_fillable,,,,,,,
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,100,not_fully_fillable,,,,,,,
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,250,not_fully_fillable,,,,,,,
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,500,not_fully_fillable,,,,,,,
Will Beto O’Rourke win the 2028 Democratic presidential nomination?,37126434962149084556522721025504254258386171468763869879755961635390358765833,2426274669138238576933962603416907393958833898063513872892433203206006096668,1000,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,10,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,50,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,100,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,250,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,500,not_fully_fillable,,,,,,,
Will Kim Kardashian win the 2028 Democratic presidential nomination?,55087250670040717711131370018408221134109122974378698780636020561523521220754,108145967398435925971960442906832714254932011684365058146885679351681137451999,1000,not_fully_fillable,,,,,,,
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,10,fully_filled,0.05,9.96,10.010000000000002,0.005,0.9960000000000001,-0.010000000000001563,-0.09990009990011549
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,50,fully_filled,0.25,49.8,50.05,0.005,0.996,-0.04999999999999716,-0.09990009990009421
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,100,fully_filled,0.5,99.6,100.1,0.005,0.996,-0.09999999999999432,-0.09990009990009421
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,250,fully_filled,1.25,249.0,250.25,0.005,0.996,-0.25,-0.0999000999000999
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,500,fully_filled,2.5,498.0,500.5,0.005,0.996,-0.5,-0.0999000999000999
Will Chris Murphy win the 2028 Democratic presidential nomination?,8815924480259634499011776432080696931704057619336093802050596292915996723758,45099054006923138281311463758770234951153596952213440096254242321807308634603,1000,fully_filled,5.0,996.0,1001.0,0.005,0.996,-1.0,-0.0999000999000999
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Jasmine Crockett win the 2028 Democratic presidential nomination?,22103094389913052942362639589409218272323168761614999702665821259175535456835,10893367019711826592833821276710094799225035200719824531380610476790390190688,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Ruben Gallego win the 2028 Democratic presidential nomination?,94658518227479141344875476648819337938746150529318297759951212169676959854478,89549550119611798541187132573193884477265258658615163602217456913355320927577,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,10,fully_filled,0.14,9.87,10.01,0.014000000000000002,0.9869999999999999,-0.009999999999999787,-0.09990009990009778
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,50,fully_filled,0.7000000000000001,49.35,50.050000000000004,0.014000000000000002,0.987,-0.05000000000000426,-0.0999000999001084
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,100,fully_filled,1.4000000000000001,98.7,100.10000000000001,0.014000000000000002,0.987,-0.10000000000000853,-0.0999000999001084
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,250,fully_filled,3.5,246.75,250.25,0.014,0.987,-0.25,-0.0999000999000999
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,500,fully_filled,7.0,493.5,500.5,0.014,0.987,-0.5,-0.0999000999000999
Will Ro Khanna win the 2028 Democratic presidential nomination?,20374050108659687356429749447884880983779889840007423115803042125707701269498,2610336024939503976910443133965525155112118948066646227040491461288298872236,1000,fully_filled,14.0,987.0,1001.0,0.014,0.987,-1.0,-0.0999000999000999
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,10,fully_filled,0.25,9.76,10.01,0.025,0.976,-0.009999999999999787,-0.09990009990009778
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,50,fully_filled,1.25,48.8,50.05,0.025,0.976,-0.04999999999999716,-0.09990009990009421
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,100,fully_filled,2.5,97.6,100.1,0.025,0.976,-0.09999999999999432,-0.09990009990009421
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,250,fully_filled,6.25,244.02193,250.27193,0.025,0.97608772,-0.27192999999999756,-0.10865381507226862
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,500,fully_filled,12.5,488.27193,500.77193,0.025,0.97654386,-0.7719299999999976,-0.1541480170424084
Will James Talarico win the 2028 Democratic presidential nomination?,52535923606561722941567320365820395300598958985353103429657683100920373025261,20643805904661385280242837899001038341346631607217619709766724611396929658707,1000,fully_filled,25.0,976.77193,1001.77193,0.025,0.97677193,-1.7719299999999976,-0.176879581762687
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,10,not_fully_fillable,,,,,,,
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,50,not_fully_fillable,,,,,,,
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,100,not_fully_fillable,,,,,,,
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,250,not_fully_fillable,,,,,,,
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,500,not_fully_fillable,,,,,,,
Will Graham Platner win the 2028 Democratic presidential nomination?,54840717483866263964304723492966182979723045222316848733193673523986124053075,2830559553603011758209706316487895188007644895898957662939818867834634821212,1000,not_fully_fillable,,,,,,,
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Abigail Spanberger win the 2028 Democratic presidential nomination?,67834126955354466786049932246962827069514258320708123726234642047236874537300,85842730802801029317331291122638780955014362480310249655739704629273608465884,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Hakeem Jeffries win the 2028 Democratic presidential nomination?,23940655822937666554179928631365405234554137716172612284986318717257054413669,74558297484750387958365610940184220316219182006445006209048673137036909262424,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Elissa Slotkin win the 2028 Democratic presidential nomination?,48455736546094517370011063312529885328905072240106316551156607253162886762655,21910945789202551310737182019481519202352824012676720876277298283641159588352,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,10,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,50,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,100,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,250,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,500,not_fully_fillable,,,,,,,
Will Adam Schiff win the 2028 Democratic presidential nomination?,62721325588078416441678692954905586544000289214339415151384834742710012983810,4587616472715295492925849115245921456579283399977029619430824277410859697,1000,not_fully_fillable,,,,,,,
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,10,fully_filled,0.02,9.99,10.01,0.002,0.999,-0.009999999999999787,-0.09990009990009778
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,50,fully_filled,0.1,49.95,50.050000000000004,0.002,0.9990000000000001,-0.05000000000000426,-0.0999000999001084
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,100,fully_filled,0.2,99.9,100.10000000000001,0.002,0.9990000000000001,-0.10000000000000853,-0.0999000999001084
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,250,fully_filled,0.5,249.75,250.25,0.002,0.999,-0.25,-0.0999000999000999
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,500,fully_filled,1.0,499.5,500.5,0.002,0.999,-0.5,-0.0999000999000999
Will Josh Stein win the 2028 Democratic presidential nomination?,88892629978057552473594496509394432528313837466696628191322608851106929962536,86408082986810982428934766746057237103501895775284376283076301431054177694153,1000,fully_filled,2.0,999.0,1001.0,0.002,0.999,-1.0,-0.0999000999000999
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,10,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,50,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,100,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,250,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,500,not_fully_fillable,,,,,,,
Will Alex Padilla win the 2028 Democratic presidential nomination?,70419914298819599884598619432566620509485573636622456902301761941886565776666,17607158498290934698430813319324932561291042726975634499432565780430086473903,1000,not_fully_fillable,,,,,,,
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,10,fully_filled,0.5,9.6,10.1,0.05,0.96,-0.09999999999999964,-0.9900990099009866
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,50,fully_filled,2.5,48.0,50.5,0.05,0.96,-0.5,-0.9900990099009901
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,100,fully_filled,5.0,96.0,101.0,0.05,0.96,-1.0,-0.9900990099009901
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,250,fully_filled,12.5,240.0,252.5,0.05,0.96,-2.5,-0.9900990099009901
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,500,fully_filled,25.0,480.0,505.0,0.05,0.96,-5.0,-0.9900990099009901
"Putin out as President of Russia by December 31, 2026?",350977769852917329387037893294763093471844346281449484439085576212613048126,87073899845581463485186346288398658568334162612963837182986759797304993556208,1000,fully_filled,50.0,960.0,1010.0,0.05,0.96,-10.0,-0.9900990099009901
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,10,fully_filled,2.08,7.930000000000001,10.010000000000002,0.20800000000000002,0.793,-0.010000000000001563,-0.09990009990011549
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,50,fully_filled,10.4,39.65,50.05,0.20800000000000002,0.7929999999999999,-0.04999999999999716,-0.09990009990009421
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,100,fully_filled,20.8,79.3,100.1,0.20800000000000002,0.7929999999999999,-0.09999999999999432,-0.09990009990009421
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,250,fully_filled,52.0,198.25,250.25,0.208,0.793,-0.25,-0.0999000999000999
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,500,fully_filled,104.0,396.5,500.5,0.208,0.793,-0.5,-0.0999000999000999
Will JD Vance win the 2028 US Presidential Election?,16040015440196279900485035793550429453516625694844857319147506590755961451627,94476829201604408463453426454480212459887267917122244941405244686637914508323,1000,fully_filled,208.0,793.0,1001.0,0.208,0.793,-1.0,-0.0999000999000999
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,10,fully_filled,0.8300000000000001,9.18,10.01,0.083,0.9179999999999999,-0.009999999999999787,-0.09990009990009778
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,50,fully_filled,4.15,45.9,50.05,0.083,0.9179999999999999,-0.04999999999999716,-0.09990009990009421
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,100,fully_filled,8.3,91.8,100.1,0.083,0.9179999999999999,-0.09999999999999432,-0.09990009990009421
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,250,fully_filled,20.75,229.5,250.25,0.083,0.918,-0.25,-0.0999000999000999
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,500,fully_filled,41.5,459.0,500.5,0.083,0.918,-0.5,-0.0999000999000999
Will Gavin Newsom win the 2028 US Presidential Election?,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,1000,fully_filled,83.0,918.0,1001.0,0.083,0.918,-1.0,-0.0999000999000999
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,10,fully_filled,1.31,8.7,10.01,0.131,0.8699999999999999,-0.009999999999999787,-0.09990009990009778
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,50,fully_filled,6.550000000000001,43.5,50.05,0.131,0.87,-0.04999999999999716,-0.09990009990009421
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,100,fully_filled,13.100000000000001,87.0,100.1,0.131,0.87,-0.09999999999999432,-0.09990009990009421
Will Alexandria Ocasio-Cortez win the 2028 US Presidential Election?,8113830512143065501177519557124858581375945005490796772950589720955457782465,11493926619286817179231142642565394485790380952577225820901334479399429951651,250,fully_filled,32.75,217.5,250.25,0.131,0.87,-0.25,-0.0999000999000999
